mine_id,name,state,district,company,mine_type,ownership,status,name_normalized,company_normalized,state_normalized,district_normalized,_match_name,match_name,match_score,match_method,coordinate_source_name,latitude,longitude
CM-367,Singhali Colliery,Chhattisgarh,KORBA,SECL,UNDERGROUND,PUBLIC,WORKING,singhali,secl,chhattisgarh,korba,singhali,singhali,100,EXACT,Singhali Colliery,,
CM-368,Singori OC,Maharashtra,NAGPUR,WCL,OPENCAST,PUBLIC,WORKING,singori oc,wcl,maharashtra,nagpur,singori oc,singori oc,100,EXACT,Singori OC,,
CM-369,Sirka,Jharkhand,RAMGARH,CCL,OPENCAST,PUBLIC,WORKING,sirka,ccl,jharkhand,ramgarh,sirka,sirka,100,EXACT,Sirka,,
CM-370,Sonepur Bazari Project OCM,West Bengal,Bardhaman,ECL,OPENCAST,PUBLIC,WORKING,sonepur bazari ocm,ecl,west bengal,bardhaman,sonepur bazari ocm,sonepur bazari ocm,100,EXACT,Sonepur Bazari Project OCM,,
CM-371,South Samla,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,south samla,ecl,west bengal,bardhaman,south samla,south samla,100,EXACT,South Samla,,
CM-372,Srirampur OC,Telangana,MANCHERIAL,SCCL,OPENCAST,PUBLIC,WORKING,srirampur oc,sccl,telangana,mancherial,srirampur oc,srirampur oc,100,EXACT,Srirampur OC,,
CM-373,"Srirampur-1, Incline",Telangana,MANCHERIAL,SCCL,UNDERGROUND,PUBLIC,WORKING,srirampur 1 incline,sccl,telangana,mancherial,srirampur 1 incline,srirampur 1 incline,100,EXACT,"Srirampur-1, Incline",,
CM-374,Srirampur-3 & 3A Incline,Telangana,MANCHERIAL,SCCL,UNDERGROUND,PUBLIC,WORKING,srirampur 3 3a incline,sccl,telangana,mancherial,srirampur 3 3a incline,srirampur 3 3a incline,100,EXACT,Srirampur-3 & 3A Incline,,
CM-375,Suliyari,Madhya Pradesh,SINGRAULI,APMDCL,OPENCAST,PUBLIC,WORKING,suliyari,apmdcl,madhya pradesh,singrauli,suliyari,suliyari,100,EXACT,Suliyari,,
CM-376,Tadicherla 1 OCM,Telangana,JAYASHANKAR BHUPALPALLY,TGGENCO,OPENCAST,PUBLIC,WORKING,tadicherla 1 ocm,tggenco,telangana,jayashankar bhupalpally,tadicherla 1 ocm,tadicherla 1 ocm,100,EXACT,Tadicherla 1 OCM,,
CM-377,Takli Jena Bellora,Maharashtra,CHANDRAPUR,AIPL,OPENCAST,PRIVATE,WORKING,takli jena bellora,aipl,maharashtra,chandrapur,takli jena bellora,takli jena bellora,100,EXACT,Takli Jena Bellora,,
CM-378,Talabira II & III,Odisha,SAMBALPUR,NLCIL,OPENCAST,PUBLIC,WORKING,talabira ii iii,nlcil,odisha,sambalpur,talabira ii iii,talabira ii iii,100,EXACT,Talabira II & III,,
CM-379,Talaipalli Coal Mine,Chhattisgarh,RAIGARH,NTPC,OPENCAST,PUBLIC,WORKING,talaipalli,ntpc,chhattisgarh,raigarh,talaipalli,talaipalli,100,EXACT,Talaipalli Coal Mine,,
CM-380,Tandsi,Madhya Pradesh,CHHINDWARA,WCL,UNDERGROUND,PUBLIC,WORKING,tandsi,wcl,madhya pradesh,chhindwara,tandsi,tandsi,100,EXACT,Tandsi,,
CM-381,Tapin North,Jharkhand,RAMGARH,CCL,OPENCAST,PUBLIC,WORKING,tapin north,ccl,jharkhand,ramgarh,tapin north,tapin north,100,EXACT,Tapin North,,
CM-382,Tapin South,Jharkhand,HAZARIBAGH,CCL,OPENCAST,PUBLIC,WORKING,tapin south,ccl,jharkhand,hazaribagh,tapin south,tapin south,100,EXACT,Tapin South,,
CM-383,Tara(E&W),West Bengal,BIRBHUM,WBPDCL,OPENCAST,PUBLIC,WORKING,tara e w,wbpdcl,west bengal,birbhum,tara e w,tara e w,100,EXACT,Tara(E&W),,
CM-384,Tarmi,Jharkhand,BOKARO,CCL,OPENCAST,PUBLIC,WORKING,tarmi,ccl,jharkhand,bokaro,tarmi,tarmi,100,EXACT,Tarmi,,
CM-385,Tasra Colliery,Jharkhand,DHANBAD,SAIL,OPENCAST,PUBLIC,WORKING,tasra,sail,jharkhand,dhanbad,tasra,tasra,100,EXACT,Tasra Colliery,,
CM-386,Tawa Mine,Madhya Pradesh,BETUL,WCL,UNDERGROUND,PUBLIC,WORKING,tawa,wcl,madhya pradesh,betul,tawa,tawa,100,EXACT,Tawa Mine,,
CM-387,Tawa-II,Madhya Pradesh,BETUL,WCL,UNDERGROUND,PUBLIC,WORKING,tawa ii,wcl,madhya pradesh,betul,tawa ii,tawa ii,100,EXACT,Tawa-II,,
CM-388,Tetaria Khar,Jharkhand,LATEHAR,CCL,OPENCAST,PUBLIC,WORKING,tetaria khar,ccl,jharkhand,latehar,tetaria khar,tetaria khar,100,EXACT,Tetaria Khar,,
CM-389,Tetulmari,Jharkhand,DHANBAD,BCCL,OPENCAST,PUBLIC,WORKING,tetulmari,bccl,jharkhand,dhanbad,tetulmari,tetulmari,100,EXACT,Tetulmari,,
CM-390,Tikak Colliery,Assam,TINSUKIA,NEC,OPENCAST,PUBLIC,WORKING,tikak,nec,assam,tinsukia,tikak,tikak,100,EXACT,Tikak Colliery,,
CM-391,Tilaboni Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,tilaboni,ecl,west bengal,bardhaman,tilaboni,tilaboni,100,EXACT,Tilaboni Colliery,,
CM-392,Topa Marginal Scheme,Jharkhand,RAMGARH,CCL,OPENCAST,PUBLIC,WORKING,topa marginal scheme,ccl,jharkhand,ramgarh,topa marginal scheme,topa marginal scheme,100,EXACT,Topa Marginal Scheme,,
CM-393,Trans Damodar Coal Mine,West Bengal,PASCHIM BARDHAMAN,DPL,OPENCAST,PUBLIC,WORKING,trans damodar,dpl,west bengal,paschim bardhaman,trans damodar,trans damodar,100,EXACT,Trans Damodar Coal Mine,,
CM-394,Ukni OC,Maharashtra,YAVATMAL,WCL,OPENCAST,PUBLIC,WORKING,ukni oc,wcl,maharashtra,yavatmal,ukni oc,ukni oc,100,EXACT,Ukni OC,,
CM-395,Umaria,Madhya Pradesh,UMARIA,SECL,UNDERGROUND,PUBLIC,WORKING,umaria,secl,madhya pradesh,umaria,umaria,umaria,100,EXACT,Umaria,,
CM-396,Umrer OC Mine,Maharashtra,NAGPUR,WCL,OPENCAST,PUBLIC,WORKING,umrer oc,wcl,maharashtra,nagpur,umrer oc,umrer oc,100,EXACT,Umrer OC Mine,,
CM-397,Urdhan,Madhya Pradesh,CHHINDWARA,WCL,OPENCAST,PUBLIC,WORKING,urdhan,wcl,madhya pradesh,chhindwara,urdhan,urdhan,100,EXACT,Urdhan,,
CM-398,Urimari,Jharkhand,HAZARIBAGH,CCL,UNDERGROUND,PUBLIC,NON_WORKING,urimari,ccl,jharkhand,hazaribagh,urimari,urimari,100,EXACT,Urimari,,
CM-399,Urimari,Jharkhand,HAZARIBAGH,CCL,OPENCAST,PUBLIC,WORKING,urimari,ccl,jharkhand,hazaribagh,urimari,urimari,100,EXACT,Urimari,,
CM-400,Utkal C Coal Mine,Odisha,Angul,JSPL,OPENCAST,PRIVATE,WORKING,utkal c,jspl,odisha,angul,utkal c,utkal c,100,EXACT,Utkal C Coal Mine,,
CM-401,Utkal D,Odisha,Angul,NALCO,OPENCAST,PUBLIC,WORKING,utkal d,nalco,odisha,angul,utkal d,utkal d,100,EXACT,Utkal D,,
CM-402,Vakilpalli,Telangana,PEDDAPALLI,SCCL,UNDERGROUND,PUBLIC,WORKING,vakilpalli,sccl,telangana,peddapalli,vakilpalli,vakilpalli,100,EXACT,Vakilpalli,,
CM-403,Vijay West,Chhattisgarh,KORBA,SECL,UNDERGROUND,PUBLIC,WORKING,vijay west,secl,chhattisgarh,korba,vijay west,vijay west,100,EXACT,Vijay West,,
CM-404,Vindhya,Madhya Pradesh,UMARIA,SECL,UNDERGROUND,PUBLIC,WORKING,vindhya,secl,madhya pradesh,umaria,vindhya,vindhya,100,EXACT,Vindhya,,
CM-405,Vishnupuri-II,Madhya Pradesh,CHHINDWARA,WCL,UNDERGROUND,PUBLIC,WORKING,vishnupuri ii,wcl,madhya pradesh,chhindwara,vishnupuri ii,vishnupuri ii,100,EXACT,Vishnupuri-II,,
CM-406,West Bokaro OC (Quarry-E & SE),Jharkhand,HAZARIBAGH,TSL,OPENCAST,PRIVATE,WORKING,west bokaro oc quarry e se,tsl,jharkhand,hazaribagh,west bokaro oc quarry e se,west bokaro oc quarry e se,100,EXACT,West Bokaro OC (Quarry-E & SE),,
CM-407,West Bokaro OC Quarry-AB,Jharkhand,HAZARIBAGH,TSL,OPENCAST,PRIVATE,WORKING,west bokaro oc quarry ab,tsl,jharkhand,hazaribagh,west bokaro oc quarry ab,west bokaro oc quarry ab,100,EXACT,West Bokaro OC Quarry-AB,,
CM-408,West Jhagrakhand,Chhattisgarh,KOREA,SECL,UNDERGROUND,PUBLIC,WORKING,west jhagrakhand,secl,chhattisgarh,korea,west jhagrakhand,west jhagrakhand,100,EXACT,West Jhagrakhand,,
