mine_id,name,state,district,company,mine_type,ownership,status,name_normalized,company_normalized,state_normalized,district_normalized,_match_name,match_name,match_score,match_method,coordinate_source_name,latitude,longitude,coordinate_valid,coordinate_status
CM-234,Lingaraj OCP,Odisha,Angul,MCL,OPENCAST,PUBLIC,WORKING,lingaraj ocp,mcl,odisha,angul,lingaraj ocp,lingaraj ocp,100,EXACT,Lingaraj OCP,20.960432,85.200747,True,VALID
CM-235,Lower Kenda Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,lower kenda,ecl,west bengal,bardhaman,lower kenda,lower kenda,100,EXACT,Lower Kenda Colliery,,,False,MISSING_OR_INVALID
CM-236,Madhaipur,West Bengal,Bardhaman,ECL,MIXED,PUBLIC,WORKING,madhaipur,ecl,west bengal,bardhaman,madhaipur,madhaipur,100,EXACT,Madhaipur,,,False,MISSING_OR_INVALID
CM-237,Madhaipur Mixed,West Bengal,Bardhaman,ECL,MIXED,PUBLIC,WORKING,madhaipur mixed,ecl,west bengal,bardhaman,madhaipur mixed,madhaipur mixed,100,EXACT,Madhaipur Mixed,,,False,MISSING_OR_INVALID
CM-238,Madhusudanpur 7 Pit & Incline,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,madhusudanpur 7 pit incline,ecl,west bengal,bardhaman,madhusudanpur 7 pit incline,madhusudanpur 7 pit incline,100,EXACT,Madhusudanpur 7 Pit & Incline,,,False,MISSING_OR_INVALID
CM-239,Magadh OCP,Jharkhand,CHATRA,CCL,OPENCAST,PUBLIC,WORKING,magadh ocp,ccl,jharkhand,chatra,magadh ocp,magadh ocp,100,EXACT,Magadh OCP,23.889479,85.00171,True,VALID
CM-240,Mahadeopuri,Madhya Pradesh,CHHINDWARA,WCL,UNDERGROUND,PUBLIC,WORKING,mahadeopuri,wcl,madhya pradesh,chhindwara,mahadeopuri,mahadeopuri,100,EXACT,Mahadeopuri,,,False,MISSING_OR_INVALID
CM-241,Mahakali Colliery,Maharashtra,CHANDRAPUR,WCL,UNDERGROUND,PUBLIC,NON_WORKING,mahakali,wcl,maharashtra,chandrapur,mahakali,mahakali,100,EXACT,Mahakali Colliery,,,False,MISSING_OR_INVALID
CM-242,Maheshpur,Jharkhand,DHANBAD,BCCL,UNDERGROUND,PUBLIC,WORKING,maheshpur,bccl,jharkhand,dhanbad,maheshpur,maheshpur,100,EXACT,Maheshpur,,,False,MISSING_OR_INVALID
CM-243,Makardhokra-I OC Expansion Mine,Maharashtra,NAGPUR,WCL,OPENCAST,PUBLIC,WORKING,makardhokra i oc expansion,wcl,maharashtra,nagpur,makardhokra i oc expansion,makardhokra i oc expansion,100,EXACT,Makardhokra-I OC Expansion Mine,,,False,MISSING_OR_INVALID
CM-244,Makardhokra-III OC MINE,Maharashtra,NAGPUR,WCL,OPENCAST,PUBLIC,WORKING,makardhokra iii oc,wcl,maharashtra,nagpur,makardhokra iii oc,makardhokra iii oc,100,EXACT,Makardhokra-III OC MINE,,,False,MISSING_OR_INVALID
CM-245,Mandarboni,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,mandarboni,ecl,west bengal,bardhaman,mandarboni,mandarboni,100,EXACT,Mandarboni,,,False,MISSING_OR_INVALID
CM-246,Manikpur,Chhattisgarh,KORBA,SECL,OPENCAST,PUBLIC,WORKING,manikpur,secl,chhattisgarh,korba,manikpur,manikpur,100,EXACT,Manikpur,22.32047888,82.71690602,True,VALID
CM-247,Manki/Churi,Jharkhand,RANCHI,CCL,UNDERGROUND,PUBLIC,WORKING,manki churi,ccl,jharkhand,ranchi,manki churi,manki churi,100,EXACT,Manki/Churi,,,False,MISSING_OR_INVALID
CM-248,Manna Incline,Maharashtra,CHANDRAPUR,WCL,UNDERGROUND,PUBLIC,NON_WORKING,manna incline,wcl,maharashtra,chandrapur,manna incline,manna incline,100,EXACT,Manna Incline,,,False,MISSING_OR_INVALID
CM-249,Manoharpur Coal Mine,Odisha,SUNDARGARH,OCPL,OPENCAST,PUBLIC,WORKING,manoharpur,ocpl,odisha,sundargarh,manoharpur,manoharpur,100,EXACT,Manoharpur Coal Mine,,,False,MISSING_OR_INVALID
CM-250,Manuguru Opencast,Telangana,KHAMMAM,SCCL,OPENCAST,PUBLIC,WORKING,manuguru opencast,sccl,telangana,khammam,manuguru opencast,manuguru opencast,100,EXACT,Manuguru Opencast,,,False,MISSING_OR_INVALID
CM-251,Marki Mangli - I Coal Mine,Maharashtra,YAVATMAL,TUML,OPENCAST,PRIVATE,WORKING,marki mangli i,tuml,maharashtra,yavatmal,marki mangli i,marki mangli i,100,EXACT,Marki Mangli - I Coal Mine,,,False,MISSING_OR_INVALID
CM-252,Marki Mangli III,Maharashtra,YAVATMAL,BSIL,OPENCAST,PRIVATE,WORKING,marki mangli iii,bsil,maharashtra,yavatmal,marki mangli iii,marki mangli iii,100,EXACT,Marki Mangli III,,,False,MISSING_OR_INVALID
CM-253,Mathani,Madhya Pradesh,CHHINDWARA,WCL,UNDERGROUND,PUBLIC,WORKING,mathani,wcl,madhya pradesh,chhindwara,mathani,mathani,100,EXACT,Mathani,,,False,MISSING_OR_INVALID
CM-254,Meera,Madhya Pradesh,SHAHDOL,SECL,UNDERGROUND,PUBLIC,WORKING,meera,secl,madhya pradesh,shahdol,meera,meera,100,EXACT,Meera,,,False,MISSING_OR_INVALID
CM-255,Methani Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,methani,ecl,west bengal,bardhaman,methani,methani,100,EXACT,Methani Colliery,,,False,MISSING_OR_INVALID
CM-256,Metica Coal Mine,Jammu & Kashmir,Rajouri,JKML,UNDERGROUND,PUBLIC,WORKING,metica,jkml,jammu kashmir,rajouri,metica,metica,100,EXACT,Metica Coal Mine,,,False,MISSING_OR_INVALID
CM-257,Mohan (Mohan UG),Madhya Pradesh,CHHINDWARA,WCL,MIXED,PUBLIC,WORKING,mohan mohan ug,wcl,madhya pradesh,chhindwara,mohan mohan ug,mohan mohan ug,100,EXACT,Mohan (Mohan UG),,,False,MISSING_OR_INVALID
CM-258,Mohanpur (Expn),West Bengal,Bardhaman,ECL,OPENCAST,PUBLIC,WORKING,mohanpur expn,ecl,west bengal,bardhaman,mohanpur expn,mohanpur expn,100,EXACT,Mohanpur (Expn),,,False,MISSING_OR_INVALID
CM-259,Moher & Moher Amlohri Extn,West Bengal,BIRBHUM,WBPDCL,OPENCAST,PUBLIC,WORKING,moher moher amlohri extn,wbpdcl,west bengal,birbhum,moher moher amlohri extn,moher moher amlohri extn,100,EXACT,Moher & Moher Amlohri Extn,,,False,MISSING_OR_INVALID
CM-260,Moher & Moher Amlohri Extn,Madhya Pradesh,SINGRAULI,Sasan Power Limited,OPENCAST,PRIVATE,WORKING,moher moher amlohri extn,sasan power,madhya pradesh,singrauli,moher moher amlohri extn,moher moher amlohri extn,100,EXACT,Moher & Moher Amlohri Extn,,,False,MISSING_OR_INVALID
CM-261,Moonidih,Jharkhand,DHANBAD,BCCL,UNDERGROUND,PUBLIC,WORKING,moonidih,bccl,jharkhand,dhanbad,moonidih,moonidih,100,EXACT,Moonidih,,,False,MISSING_OR_INVALID
CM-262,Mudidih,Jharkhand,DHANBAD,BCCL,OPENCAST,PUBLIC,WORKING,mudidih,bccl,jharkhand,dhanbad,mudidih,mudidih,100,EXACT,Mudidih,,,False,MISSING_OR_INVALID
CM-263,Mungoli OCM,Maharashtra,YAVATMAL,WCL,OPENCAST,PUBLIC,WORKING,mungoli ocm,wcl,maharashtra,yavatmal,mungoli ocm,mungoli ocm,100,EXACT,Mungoli OCM,,,False,MISSING_OR_INVALID
CM-264,N.C.P.H. Colliery (NEW),Chhattisgarh,KOREA,SECL,UNDERGROUND,PUBLIC,WORKING,n c p h new,secl,chhattisgarh,korea,n c p h new,n c p h new,100,EXACT,N.C.P.H. Colliery (NEW),,,False,MISSING_OR_INVALID
CM-265,Nabakajora Colliery,Jharkhand,RAMGARH,ECL,UNDERGROUND,PUBLIC,NON_WORKING,nabakajora,ecl,jharkhand,ramgarh,nabakajora,nabakajora,100,EXACT,Nabakajora Colliery,,,False,MISSING_OR_INVALID
CM-266,Naigaon OCM,Maharashtra,YAVATMAL,WCL,OPENCAST,PUBLIC,WORKING,naigaon ocm,wcl,maharashtra,yavatmal,naigaon ocm,naigaon ocm,100,EXACT,Naigaon OCM,,,False,MISSING_OR_INVALID
CM-267,NAKC,Jharkhand,DHANBAD,BCCL,MIXED,PUBLIC,WORKING,nakc,bccl,jharkhand,dhanbad,nakc,nakc,100,EXACT,NAKC,,,False,MISSING_OR_INVALID
CM-268,Nakrakonda -Kumardihi 'B' UG,West Bengal,Bardhaman,ECL,MIXED,PUBLIC,WORKING,nakrakonda kumardihi b ug,ecl,west bengal,bardhaman,nakrakonda kumardihi b ug,nakrakonda kumardihi b ug,100,EXACT,Nakrakonda -Kumardihi 'B' UG,,,False,MISSING_OR_INVALID
CM-269,Nandgaon Incline,Maharashtra,CHANDRAPUR,WCL,UNDERGROUND,PUBLIC,WORKING,nandgaon incline,wcl,maharashtra,chandrapur,nandgaon incline,nandgaon incline,100,EXACT,Nandgaon Incline,,,False,MISSING_OR_INVALID
CM-270,Nandira Colliery,Odisha,Angul,MCL,UNDERGROUND,PUBLIC,WORKING,nandira,mcl,odisha,angul,nandira,nandira,100,EXACT,Nandira Colliery,,,False,MISSING_OR_INVALID
CM-271,Narsamuda Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,narsamuda,ecl,west bengal,bardhaman,narsamuda,narsamuda,100,EXACT,Narsamuda Colliery,,,False,MISSING_OR_INVALID
CM-272,Navapara,Chhattisgarh,SURGUJA,SECL,UNDERGROUND,PUBLIC,WORKING,navapara,secl,chhattisgarh,surguja,navapara,navapara,100,EXACT,Navapara,,,False,MISSING_OR_INVALID
CM-273,Neelijay OCM,Maharashtra,YAVATMAL,WCL,OPENCAST,PUBLIC,WORKING,neelijay ocm,wcl,maharashtra,yavatmal,neelijay ocm,neelijay ocm,100,EXACT,Neelijay OCM,,,False,MISSING_OR_INVALID
CM-274,Nehariya,Madhya Pradesh,CHHINDWARA,WCL,UNDERGROUND,PUBLIC,WORKING,nehariya,wcl,madhya pradesh,chhindwara,nehariya,nehariya,100,EXACT,Nehariya,,,False,MISSING_OR_INVALID
CM-275,New Godhur-Kusunda-Alkusa,Jharkhand,DHANBAD,BCCL,OPENCAST,PUBLIC,WORKING,new godhur kusunda alkusa,bccl,jharkhand,dhanbad,new godhur kusunda alkusa,new godhur kusunda alkusa,100,EXACT,New Godhur-Kusunda-Alkusa,,,False,MISSING_OR_INVALID
CM-276,New Kenda Colliery,West Bengal,Bardhaman,ECL,OPENCAST,PUBLIC,WORKING,new kenda,ecl,west bengal,bardhaman,new kenda,new kenda,100,EXACT,New Kenda Colliery,,,False,MISSING_OR_INVALID
CM-277,New Majri - I(A) & II Extn. (A) OC,Maharashtra,CHANDRAPUR,WCL,OPENCAST,PUBLIC,WORKING,new majri i a ii extn a oc,wcl,maharashtra,chandrapur,new majri i a ii extn a oc,new majri i a ii extn a oc,100,EXACT,New Majri - I(A) & II Extn. (A) OC,,,False,MISSING_OR_INVALID
CM-278,New Majri UG to OC Expn.,Maharashtra,CHANDRAPUR,WCL,OPENCAST,PUBLIC,WORKING,new majri ug to oc expn,wcl,maharashtra,chandrapur,new majri ug to oc expn,new majri ug to oc expn,100,EXACT,New Majri UG to OC Expn.,,,False,MISSING_OR_INVALID
CM-279,New Moghla Coal Mine,Jammu & Kashmir,Rajouri,JKML,UNDERGROUND,PUBLIC,WORKING,new moghla,jkml,jammu kashmir,rajouri,new moghla,new moghla,100,EXACT,New Moghla Coal Mine,,,False,MISSING_OR_INVALID
CM-280,New Sethia,Madhya Pradesh,CHHINDWARA,WCL,OPENCAST,PUBLIC,NON_WORKING,new sethia,wcl,madhya pradesh,chhindwara,new sethia,new sethia,100,EXACT,New Sethia,,,False,MISSING_OR_INVALID
CM-281,Nichitpur,Jharkhand,DHANBAD,BCCL,OPENCAST,PUBLIC,WORKING,nichitpur,bccl,jharkhand,dhanbad,nichitpur,nichitpur,100,EXACT,Nichitpur,,,False,MISSING_OR_INVALID
CM-282,Nigahi Project,Madhya Pradesh,SINGRAULI,NCL,OPENCAST,PUBLIC,WORKING,nigahi,ncl,madhya pradesh,singrauli,nigahi,nigahi,100,EXACT,Nigahi Project,,,False,MISSING_OR_INVALID
CM-283,"Nimcha Colliery , Nimcha OC (Amkola) & Nimcha Highwall",West Bengal,Bardhaman,ECL,MIXED,PUBLIC,WORKING,nimcha nimcha oc amkola nimcha highwall,ecl,west bengal,bardhaman,nimcha nimcha oc amkola nimcha highwall,nimcha nimcha oc amkola nimcha highwall,100,EXACT,"Nimcha Colliery , Nimcha OC (Amkola) & Nimcha Highwall",,,False,MISSING_OR_INVALID
CM-284,Ningah Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,ningah,ecl,west bengal,bardhaman,ningah,ningah,100,EXACT,Ningah Colliery,,,False,MISSING_OR_INVALID
CM-285,Ningha (SSI) OC,West Bengal,Bardhaman,ECL,OPENCAST,PUBLIC,WORKING,ningha ssi oc,ecl,west bengal,bardhaman,ningha ssi oc,ningha ssi oc,100,EXACT,Ningha (SSI) OC,,,False,MISSING_OR_INVALID
CM-286,Nirsha,Jharkhand,DHANBAD,ECL,OPENCAST,PUBLIC,WORKING,nirsha,ecl,jharkhand,dhanbad,nirsha,nirsha,100,EXACT,Nirsha,,,False,MISSING_OR_INVALID
CM-287,North Searsole OC Colliery,West Bengal,Bardhaman,ECL,OPENCAST,PUBLIC,WORKING,north searsole oc,ecl,west bengal,bardhaman,north searsole oc,north searsole oc,100,EXACT,North Searsole OC Colliery,,,False,MISSING_OR_INVALID
CM-288,North Urimari/Birsa-OC,Jharkhand,HAZARIBAGH,CCL,OPENCAST,PUBLIC,WORKING,north urimari birsa oc,ccl,jharkhand,hazaribagh,north urimari birsa oc,north urimari birsa oc,100,EXACT,North Urimari/Birsa-OC,,,False,MISSING_OR_INVALID
CM-289,Nowrozabad (W),Madhya Pradesh,UMARIA,SECL,UNDERGROUND,PUBLIC,WORKING,nowrozabad w,secl,madhya pradesh,umaria,nowrozabad w,nowrozabad w,100,EXACT,Nowrozabad (W),,,False,MISSING_OR_INVALID
CM-290,NTST-Jeenagora,Jharkhand,DHANBAD,BCCL,OPENCAST,PUBLIC,WORKING,ntst jeenagora,bccl,jharkhand,dhanbad,ntst jeenagora,ntst jeenagora,100,EXACT,NTST-Jeenagora,,,False,MISSING_OR_INVALID
CM-291,Orient Mine No. 1 & 2,Odisha,JHARSUGUDA,MCL,UNDERGROUND,PUBLIC,WORKING,orient no 1 2,mcl,odisha,jharsuguda,orient no 1 2,orient no 1 2,100,EXACT,Orient Mine No. 1 & 2,,,False,MISSING_OR_INVALID
CM-292,Pacchwara North Coal Mine,Jharkhand,PAKUR,WBPDCL,OPENCAST,PUBLIC,WORKING,pacchwara north,wbpdcl,jharkhand,pakur,pacchwara north,pacchwara north,100,EXACT,Pacchwara North Coal Mine,,,False,MISSING_OR_INVALID
CM-293,Pachhwara Central Coal Mine,Jharkhand,PAKUR,PSPCL,OPENCAST,PUBLIC,WORKING,pachhwara central,pspcl,jharkhand,pakur,pachhwara central,pachhwara central,100,EXACT,Pachhwara Central Coal Mine,,,False,MISSING_OR_INVALID
CM-294,Padampur OC,Maharashtra,CHANDRAPUR,WCL,OPENCAST,PUBLIC,NON_WORKING,padampur oc,wcl,maharashtra,chandrapur,padampur oc,padampur oc,100,EXACT,Padampur OC,,,False,MISSING_OR_INVALID
CM-295,Padmavathi Khani No.5 Incline,Telangana,KHAMMAM,SCCL,UNDERGROUND,PUBLIC,WORKING,padmavathi khani no 5 incline,sccl,telangana,khammam,padmavathi khani no 5 incline,padmavathi khani no 5 incline,100,EXACT,Padmavathi Khani No.5 Incline,,,False,MISSING_OR_INVALID
CM-296,Pakri Barwadih,Jharkhand,HAZARIBAGH,NTPC,OPENCAST,PUBLIC,WORKING,pakri barwadih,ntpc,jharkhand,hazaribagh,pakri barwadih,pakri barwadih,100,EXACT,Pakri Barwadih,,,False,MISSING_OR_INVALID
CM-297,Pali,Madhya Pradesh,UMARIA,SECL,UNDERGROUND,PUBLIC,WORKING,pali,secl,madhya pradesh,umaria,pali,pali,100,EXACT,Pali,23.889479,85.00171,True,VALID
CM-298,Pandaveswar UG,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,pandaveswar ug,ecl,west bengal,bardhaman,pandaveswar ug,pandaveswar ug,100,EXACT,Pandaveswar UG,,,False,MISSING_OR_INVALID
CM-299,Pandavpara Colliery,Chhattisgarh,KOREA,SECL,UNDERGROUND,PUBLIC,WORKING,pandavpara,secl,chhattisgarh,korea,pandavpara,pandavpara,100,EXACT,Pandavpara Colliery,,,False,MISSING_OR_INVALID
CM-300,Paoni II OCM,Maharashtra,CHANDRAPUR,WCL,OPENCAST,PUBLIC,WORKING,paoni ii ocm,wcl,maharashtra,chandrapur,paoni ii ocm,paoni ii ocm,100,EXACT,Paoni II OCM,,,False,MISSING_OR_INVALID
CM-301,Parasea Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,parasea,ecl,west bengal,bardhaman,parasea,parasea,100,EXACT,Parasea Colliery,,,False,MISSING_OR_INVALID
CM-302,Parbelia Colliery,West Bengal,PURULIA,ECL,UNDERGROUND,PUBLIC,WORKING,parbelia,ecl,west bengal,purulia,parbelia,parbelia,100,EXACT,Parbelia Colliery,,,False,MISSING_OR_INVALID
CM-303,Parej East OCP,Jharkhand,RAMGARH,CCL,OPENCAST,PUBLIC,WORKING,parej east ocp,ccl,jharkhand,ramgarh,parej east ocp,parej east ocp,100,EXACT,Parej East OCP,,,False,MISSING_OR_INVALID
CM-304,Parsa East and Kanta Basan OCM,Chhattisgarh,SURGUJA,RRVUNL,OPENCAST,PUBLIC,WORKING,parsa east and kanta basan ocm,rrvunl,chhattisgarh,surguja,parsa east and kanta basan ocm,parsa east and kanta basan ocm,100,EXACT,Parsa East and Kanta Basan OCM,,,False,MISSING_OR_INVALID
CM-305,Patansaongi Colliery,Maharashtra,NAGPUR,WCL,UNDERGROUND,PUBLIC,WORKING,patansaongi,wcl,maharashtra,nagpur,patansaongi,patansaongi,100,EXACT,Patansaongi Colliery,,,False,MISSING_OR_INVALID
CM-306,Patmohana Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,patmohana,ecl,west bengal,bardhaman,patmohana,patmohana,100,EXACT,Patmohana Colliery,,,False,MISSING_OR_INVALID
CM-307,Penganga OC,Maharashtra,CHANDRAPUR,WCL,OPENCAST,PUBLIC,WORKING,penganga oc,wcl,maharashtra,chandrapur,penganga oc,penganga oc,100,EXACT,Penganga OC,,,False,MISSING_OR_INVALID
CM-308,"Pimpalgaon,",Maharashtra,YAVATMAL,WCL,OPENCAST,PUBLIC,NON_WORKING,pimpalgaon,wcl,maharashtra,yavatmal,pimpalgaon,pimpalgaon,100,EXACT,"Pimpalgaon,",,,False,MISSING_OR_INVALID
CM-309,Pindra Colliery,Jharkhand,RAMGARH,CCL,OPENCAST,PUBLIC,NON_WORKING,pindra,ccl,jharkhand,ramgarh,pindra,pindra,100,EXACT,Pindra Colliery,,,False,MISSING_OR_INVALID
CM-310,Piparia,Madhya Pradesh,UMARIA,SECL,UNDERGROUND,PUBLIC,WORKING,piparia,secl,madhya pradesh,umaria,piparia,piparia,100,EXACT,Piparia,,,False,MISSING_OR_INVALID
CM-311,Porascol East Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,porascol east,ecl,west bengal,bardhaman,porascol east,porascol east,100,EXACT,Porascol East Colliery,,,False,MISSING_OR_INVALID
CM-312,Porascol West Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,porascol west,ecl,west bengal,bardhaman,porascol west,porascol west,100,EXACT,Porascol West Colliery,,,False,MISSING_OR_INVALID
CM-313,Prakasham Khani OC,Telangana,KHAMMAM,SCCL,OPENCAST,PUBLIC,WORKING,prakasham khani oc,sccl,telangana,khammam,prakasham khani oc,prakasham khani oc,100,EXACT,Prakasham Khani OC,,,False,MISSING_OR_INVALID
CM-314,Pundi,Jharkhand,RAMGARH,CCL,OPENCAST,PUBLIC,NON_WORKING,pundi,ccl,jharkhand,ramgarh,pundi,pundi,100,EXACT,Pundi,,,False,MISSING_OR_INVALID
CM-315,Pure Searsole Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,pure searsole,ecl,west bengal,bardhaman,pure searsole,pure searsole,100,EXACT,Pure Searsole Colliery,,,False,MISSING_OR_INVALID
CM-316,Purnadih,Jharkhand,RANCHI,CCL,OPENCAST,PUBLIC,WORKING,purnadih,ccl,jharkhand,ranchi,purnadih,purnadih,100,EXACT,Purnadih,,,False,MISSING_OR_INVALID
CM-317,Rajendra,Madhya Pradesh,SHAHDOL,SECL,UNDERGROUND,PUBLIC,WORKING,rajendra,secl,madhya pradesh,shahdol,rajendra,rajendra,100,EXACT,Rajendra,,,False,MISSING_OR_INVALID
CM-318,Rajhara,Jharkhand,PALAMU,CCL,OPENCAST,PUBLIC,NON_WORKING,rajhara,ccl,jharkhand,palamu,rajhara,rajhara,100,EXACT,Rajhara,,,False,MISSING_OR_INVALID
CM-319,Rajmahal OCP,Jharkhand,GODDA,ECL,OPENCAST,PUBLIC,WORKING,rajmahal ocp,ecl,jharkhand,godda,rajmahal ocp,rajmahal ocp,100,EXACT,Rajmahal OCP,,,False,MISSING_OR_INVALID
CM-320,Rajnagar RO,Madhya Pradesh,SHAHDOL,SECL,UNDERGROUND,PUBLIC,WORKING,rajnagar ro,secl,madhya pradesh,shahdol,rajnagar ro,rajnagar ro,100,EXACT,Rajnagar RO,,,False,MISSING_OR_INVALID
CM-321,Rajpura,Jharkhand,DHANBAD,ECL,OPENCAST,PUBLIC,WORKING,rajpura,ecl,jharkhand,dhanbad,rajpura,rajpura,100,EXACT,Rajpura,,,False,MISSING_OR_INVALID
CM-322,Rajrappa Project,Jharkhand,RAMGARH,CCL,OPENCAST,PUBLIC,WORKING,rajrappa,ccl,jharkhand,ramgarh,rajrappa,rajrappa,100,EXACT,Rajrappa Project,,,False,MISSING_OR_INVALID
CM-323,Rajur UG,Maharashtra,YAVATMAL,WCL,UNDERGROUND,PUBLIC,WORKING,rajur ug,wcl,maharashtra,yavatmal,rajur ug,rajur ug,100,EXACT,Rajur UG,,,False,MISSING_OR_INVALID
CM-324,Ramagundam OC-I Extn. Ph-II,Telangana,PEDDAPALLI,SCCL,OPENCAST,PUBLIC,WORKING,ramagundam oc i extn ph ii,sccl,telangana,peddapalli,ramagundam oc i extn ph ii,ramagundam oc i extn ph ii,100,EXACT,Ramagundam OC-I Extn. Ph-II,,,False,MISSING_OR_INVALID
CM-325,Ramagundam-OC 3 & OC III,Telangana,PEDDAPALLI,SCCL,OPENCAST,PUBLIC,WORKING,ramagundam oc 3 oc iii,sccl,telangana,peddapalli,ramagundam oc 3 oc iii,ramagundam oc 3 oc iii,100,EXACT,Ramagundam-OC 3 & OC III,,,False,MISSING_OR_INVALID
CM-326,Ramakrishnapur OC,Telangana,MANCHERIAL,SCCL,OPENCAST,PUBLIC,WORKING,ramakrishnapur oc,sccl,telangana,mancherial,ramakrishnapur oc,ramakrishnapur oc,100,EXACT,Ramakrishnapur OC,,,False,MISSING_OR_INVALID
CM-327,Ramnagar Colliery,West Bengal,PASCHIM BARDHAMAN,IISCO,UNDERGROUND,PUBLIC,NON_WORKING,ramnagar,iisco,west bengal,paschim bardhaman,ramnagar,ramnagar,100,EXACT,Ramnagar Colliery,,,False,MISSING_OR_INVALID
CM-328,Ramnagar Colliery,West Bengal,PASCHIM BARDHAMAN,IISCO,OPENCAST,PUBLIC,WORKING,ramnagar,iisco,west bengal,paschim bardhaman,ramnagar,ramnagar,100,EXACT,Ramnagar Colliery,,,False,MISSING_OR_INVALID
CM-329,Rampur Batura,Madhya Pradesh,SHAHDOL,SECL,OPENCAST,PUBLIC,WORKING,rampur batura,secl,madhya pradesh,shahdol,rampur batura,rampur batura,100,EXACT,Rampur Batura,,,False,MISSING_OR_INVALID
CM-330,Raniatari,Chhattisgarh,KOREA,SECL,UNDERGROUND,PUBLIC,WORKING,raniatari,secl,chhattisgarh,korea,raniatari,raniatari,100,EXACT,Raniatari,,,False,MISSING_OR_INVALID
CM-331,Ravindra Khani-5 Incline,Telangana,MANCHERIAL,SCCL,UNDERGROUND,PUBLIC,WORKING,ravindra khani 5 incline,sccl,telangana,mancherial,ravindra khani 5 incline,ravindra khani 5 incline,100,EXACT,Ravindra Khani-5 Incline,,,False,MISSING_OR_INVALID
CM-332,Ravindra Khani-6 Incline,Telangana,MANCHERIAL,SCCL,UNDERGROUND,PUBLIC,WORKING,ravindra khani 6 incline,sccl,telangana,mancherial,ravindra khani 6 incline,ravindra khani 6 incline,100,EXACT,Ravindra Khani-6 Incline,,,False,MISSING_OR_INVALID
CM-333,"Ravindra Khani-7,Incline",Telangana,MANCHERIAL,SCCL,UNDERGROUND,PUBLIC,WORKING,ravindra khani 7 incline,sccl,telangana,mancherial,ravindra khani 7 incline,ravindra khani 7 incline,100,EXACT,"Ravindra Khani-7,Incline",,,False,MISSING_OR_INVALID
CM-334,"Ravindra Khani-New Tech,",Telangana,MANCHERIAL,SCCL,UNDERGROUND,PUBLIC,WORKING,ravindra khani new tech,sccl,telangana,mancherial,ravindra khani new tech,ravindra khani new tech,100,EXACT,"Ravindra Khani-New Tech,",,,False,MISSING_OR_INVALID
CM-335,Rehar,Chhattisgarh,SURGUJA,SECL,UNDERGROUND,PUBLIC,WORKING,rehar,secl,chhattisgarh,surguja,rehar,rehar,100,EXACT,Rehar,,,False,MISSING_OR_INVALID
CM-336,Religara,Jharkhand,HAZARIBAGH,CCL,OPENCAST,PUBLIC,WORKING,religara,ccl,jharkhand,hazaribagh,religara,religara,100,EXACT,Religara,,,False,MISSING_OR_INVALID
CM-337,ROCP/S. Jharia,Jharkhand,DHANBAD,BCCL,OPENCAST,PUBLIC,WORKING,rocp s jharia,bccl,jharkhand,dhanbad,rocp s jharia,rocp s jharia,100,EXACT,ROCP/S. Jharia,,,False,MISSING_OR_INVALID
CM-338,Rohini,Jharkhand,RANCHI,CCL,OPENCAST,PUBLIC,WORKING,rohini,ccl,jharkhand,ranchi,rohini,rohini,100,EXACT,Rohini,23.685074,84.989074,True,VALID
CM-339,Samleswari OCP,Odisha,JHARSUGUDA,MCL,OPENCAST,PUBLIC,WORKING,samleswari ocp,mcl,odisha,jharsuguda,samleswari ocp,samleswari ocp,100,EXACT,Samleswari OCP,,,False,MISSING_OR_INVALID
CM-340,Sankarpur Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,sankarpur,ecl,west bengal,bardhaman,sankarpur,sankarpur,100,EXACT,Sankarpur Colliery,,,False,MISSING_OR_INVALID
CM-341,Saoner Mine - II,Maharashtra,NAGPUR,WCL,UNDERGROUND,PUBLIC,WORKING,saoner ii,wcl,maharashtra,nagpur,saoner ii,saoner ii,100,EXACT,Saoner Mine - II,,,False,MISSING_OR_INVALID
CM-342,Saoner Mine - III,Maharashtra,NAGPUR,WCL,UNDERGROUND,PUBLIC,WORKING,saoner iii,wcl,maharashtra,nagpur,saoner iii,saoner iii,100,EXACT,Saoner Mine - III,,,False,MISSING_OR_INVALID
