mine_id,name,state,district,company,mine_type,ownership,status,name_normalized,company_normalized,state_normalized,district_normalized,_match_name,match_name,match_score,match_method,coordinate_source_name,latitude,longitude,coordinate_valid,coordinate_status
CM-343,Saoner Mine-I,Maharashtra,NAGPUR,WCL,UNDERGROUND,PUBLIC,WORKING,saoner i,wcl,maharashtra,nagpur,saoner i,saoner i,100,EXACT,Saoner Mine-I,,,False,MISSING_OR_INVALID
CM-344,Saraipali,Chhattisgarh,KORBA,SECL,UNDERGROUND,PUBLIC,WORKING,saraipali,secl,chhattisgarh,korba,saraipali,saraipali,100,EXACT,Saraipali,,,False,MISSING_OR_INVALID
CM-345,Sarisatolli Coal Mine,West Bengal,PASCHIM BARDHAMAN,CESC,OPENCAST,PRIVATE,WORKING,sarisatolli,cesc,west bengal,paschim bardhaman,sarisatolli,sarisatolli,100,EXACT,Sarisatolli Coal Mine,,,False,MISSING_OR_INVALID
CM-346,Sarni Mine,Madhya Pradesh,BETUL,WCL,UNDERGROUND,PUBLIC,NON_WORKING,sarni,wcl,madhya pradesh,betul,sarni,sarni,100,EXACT,Sarni Mine,,,False,MISSING_OR_INVALID
CM-347,Sarubera,Jharkhand,RAMGARH,CCL,UNDERGROUND,PUBLIC,NON_WORKING,sarubera,ccl,jharkhand,ramgarh,sarubera,sarubera,100,EXACT,Sarubera,,,False,MISSING_OR_INVALID
CM-348,Sasti Expn. OCM,Maharashtra,CHANDRAPUR,WCL,OPENCAST,PUBLIC,WORKING,sasti expn ocm,wcl,maharashtra,chandrapur,sasti expn ocm,sasti expn ocm,100,EXACT,Sasti Expn. OCM,,,False,MISSING_OR_INVALID
CM-349,Satgram Incline,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,satgram incline,ecl,west bengal,bardhaman,satgram incline,satgram incline,100,EXACT,Satgram Incline,,,False,MISSING_OR_INVALID
CM-350,Satgram Project,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,satgram,ecl,west bengal,bardhaman,satgram,satgram,100,EXACT,Satgram Project,,,False,MISSING_OR_INVALID
CM-351,Saunda (Ncdc),Jharkhand,RAMGARH,CCL,UNDERGROUND,PUBLIC,NON_WORKING,saunda ncdc,ccl,jharkhand,ramgarh,saunda ncdc,saunda ncdc,100,EXACT,Saunda (Ncdc),,,False,MISSING_OR_INVALID
CM-352,Sayal `D',Jharkhand,RAMGARH,CCL,OPENCAST,PUBLIC,WORKING,sayal d,ccl,jharkhand,ramgarh,sayal d,sayal d,100,EXACT,Sayal `D',,,False,MISSING_OR_INVALID
CM-353,SD OC Mine,Jharkhand,BOKARO,CCL,OPENCAST,PUBLIC,WORKING,sd oc,ccl,jharkhand,bokaro,sd oc,sd oc,100,EXACT,SD OC Mine,,,False,MISSING_OR_INVALID
CM-354,Sendra Bansjora,Jharkhand,DHANBAD,BCCL,OPENCAST,PUBLIC,WORKING,sendra bansjora,bccl,jharkhand,dhanbad,sendra bansjora,sendra bansjora,100,EXACT,Sendra Bansjora,,,False,MISSING_OR_INVALID
CM-355,Shampur B,Jharkhand,DHANBAD,ECL,UNDERGROUND,PUBLIC,WORKING,shampur b,ecl,jharkhand,dhanbad,shampur b,shampur b,100,EXACT,Shampur B,,,False,MISSING_OR_INVALID
CM-356,Shanthi Khani,Telangana,MANCHERIAL,SCCL,UNDERGROUND,PUBLIC,WORKING,shanthi khani,sccl,telangana,mancherial,shanthi khani,shanthi khani,100,EXACT,Shanthi Khani,,,False,MISSING_OR_INVALID
CM-357,Sharda Highwall,Madhya Pradesh,SHAHDOL,SECL,UNDERGROUND,PUBLIC,WORKING,sharda highwall,secl,madhya pradesh,shahdol,sharda highwall,sharda highwall,100,EXACT,Sharda Highwall,,,False,MISSING_OR_INVALID
CM-358,Sharda UG,Madhya Pradesh,CHHINDWARA,WCL,UNDERGROUND,PUBLIC,WORKING,sharda ug,wcl,madhya pradesh,chhindwara,sharda ug,sharda ug,100,EXACT,Sharda UG,,,False,MISSING_OR_INVALID
CM-359,Shivani,Chhattisgarh,SURGUJA,SECL,UNDERGROUND,PUBLIC,WORKING,shivani,secl,chhattisgarh,surguja,shivani,shivani,100,EXACT,Shivani,,,False,MISSING_OR_INVALID
CM-360,Shyam Sundarpur Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,shyam sundarpur,ecl,west bengal,bardhaman,shyam sundarpur,shyam sundarpur,100,EXACT,Shyam Sundarpur Colliery,,,False,MISSING_OR_INVALID
CM-361,Sial Ghogri Coal Mine,Madhya Pradesh,CHHINDWARA,RCCPL,UNDERGROUND,PRIVATE,WORKING,sial ghogri,rccpl,madhya pradesh,chhindwara,sial ghogri,sial ghogri,100,EXACT,Sial Ghogri Coal Mine,,,False,MISSING_OR_INVALID
CM-362,Siarmal OCP,Odisha,SUNDARGARH,MCL,OPENCAST,PUBLIC,WORKING,siarmal ocp,mcl,odisha,sundargarh,siarmal ocp,siarmal ocp,100,EXACT,Siarmal OCP,,,False,MISSING_OR_INVALID
CM-363,Siduli Colliery,West Bengal,Bardhaman,ECL,MIXED,PUBLIC,WORKING,siduli,ecl,west bengal,bardhaman,siduli,siduli,100,EXACT,Siduli Colliery,,,False,MISSING_OR_INVALID
CM-364,Sijua Colliery,Jharkhand,DHANBAD,TSL,UNDERGROUND,PRIVATE,WORKING,sijua,tsl,jharkhand,dhanbad,sijua,sijua,100,EXACT,Sijua Colliery,,,False,MISSING_OR_INVALID
CM-365,Sikni OC Mine,Jharkhand,LATEHAR,JSMDCL,OPENCAST,PUBLIC,WORKING,sikni oc,jsmdcl,jharkhand,latehar,sikni oc,sikni oc,100,EXACT,Sikni OC Mine,,,False,MISSING_OR_INVALID
CM-366,Silewara Colliery,Maharashtra,NAGPUR,WCL,UNDERGROUND,PUBLIC,WORKING,silewara,wcl,maharashtra,nagpur,silewara,silewara,100,EXACT,Silewara Colliery,,,False,MISSING_OR_INVALID
CM-367,Singhali Colliery,Chhattisgarh,KORBA,SECL,UNDERGROUND,PUBLIC,WORKING,singhali,secl,chhattisgarh,korba,singhali,singhali,100,EXACT,Singhali Colliery,,,False,MISSING_OR_INVALID
CM-368,Singori OC,Maharashtra,NAGPUR,WCL,OPENCAST,PUBLIC,WORKING,singori oc,wcl,maharashtra,nagpur,singori oc,singori oc,100,EXACT,Singori OC,,,False,MISSING_OR_INVALID
CM-369,Sirka,Jharkhand,RAMGARH,CCL,OPENCAST,PUBLIC,WORKING,sirka,ccl,jharkhand,ramgarh,sirka,sirka,100,EXACT,Sirka,,,False,MISSING_OR_INVALID
CM-370,Sonepur Bazari Project OCM,West Bengal,Bardhaman,ECL,OPENCAST,PUBLIC,WORKING,sonepur bazari ocm,ecl,west bengal,bardhaman,sonepur bazari ocm,sonepur bazari ocm,100,EXACT,Sonepur Bazari Project OCM,,,False,MISSING_OR_INVALID
CM-371,South Samla,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,south samla,ecl,west bengal,bardhaman,south samla,south samla,100,EXACT,South Samla,,,False,MISSING_OR_INVALID
CM-372,Srirampur OC,Telangana,MANCHERIAL,SCCL,OPENCAST,PUBLIC,WORKING,srirampur oc,sccl,telangana,mancherial,srirampur oc,srirampur oc,100,EXACT,Srirampur OC,,,False,MISSING_OR_INVALID
CM-373,"Srirampur-1, Incline",Telangana,MANCHERIAL,SCCL,UNDERGROUND,PUBLIC,WORKING,srirampur 1 incline,sccl,telangana,mancherial,srirampur 1 incline,srirampur 1 incline,100,EXACT,"Srirampur-1, Incline",,,False,MISSING_OR_INVALID
CM-374,Srirampur-3 & 3A Incline,Telangana,MANCHERIAL,SCCL,UNDERGROUND,PUBLIC,WORKING,srirampur 3 3a incline,sccl,telangana,mancherial,srirampur 3 3a incline,srirampur 3 3a incline,100,EXACT,Srirampur-3 & 3A Incline,,,False,MISSING_OR_INVALID
CM-375,Suliyari,Madhya Pradesh,SINGRAULI,APMDCL,OPENCAST,PUBLIC,WORKING,suliyari,apmdcl,madhya pradesh,singrauli,suliyari,suliyari,100,EXACT,Suliyari,,,False,MISSING_OR_INVALID
CM-376,Tadicherla 1 OCM,Telangana,JAYASHANKAR BHUPALPALLY,TGGENCO,OPENCAST,PUBLIC,WORKING,tadicherla 1 ocm,tggenco,telangana,jayashankar bhupalpally,tadicherla 1 ocm,tadicherla 1 ocm,100,EXACT,Tadicherla 1 OCM,,,False,MISSING_OR_INVALID
CM-377,Takli Jena Bellora,Maharashtra,CHANDRAPUR,AIPL,OPENCAST,PRIVATE,WORKING,takli jena bellora,aipl,maharashtra,chandrapur,takli jena bellora,takli jena bellora,100,EXACT,Takli Jena Bellora,,,False,MISSING_OR_INVALID
CM-378,Talabira II & III,Odisha,SAMBALPUR,NLCIL,OPENCAST,PUBLIC,WORKING,talabira ii iii,nlcil,odisha,sambalpur,talabira ii iii,talabira ii iii,100,EXACT,Talabira II & III,,,False,MISSING_OR_INVALID
CM-379,Talaipalli Coal Mine,Chhattisgarh,RAIGARH,NTPC,OPENCAST,PUBLIC,WORKING,talaipalli,ntpc,chhattisgarh,raigarh,talaipalli,talaipalli,100,EXACT,Talaipalli Coal Mine,,,False,MISSING_OR_INVALID
CM-380,Tandsi,Madhya Pradesh,CHHINDWARA,WCL,UNDERGROUND,PUBLIC,WORKING,tandsi,wcl,madhya pradesh,chhindwara,tandsi,tandsi,100,EXACT,Tandsi,,,False,MISSING_OR_INVALID
CM-381,Tapin North,Jharkhand,RAMGARH,CCL,OPENCAST,PUBLIC,WORKING,tapin north,ccl,jharkhand,ramgarh,tapin north,tapin north,100,EXACT,Tapin North,,,False,MISSING_OR_INVALID
CM-382,Tapin South,Jharkhand,HAZARIBAGH,CCL,OPENCAST,PUBLIC,WORKING,tapin south,ccl,jharkhand,hazaribagh,tapin south,tapin south,100,EXACT,Tapin South,,,False,MISSING_OR_INVALID
CM-383,Tara(E&W),West Bengal,BIRBHUM,WBPDCL,OPENCAST,PUBLIC,WORKING,tara e w,wbpdcl,west bengal,birbhum,tara e w,tara e w,100,EXACT,Tara(E&W),,,False,MISSING_OR_INVALID
CM-384,Tarmi,Jharkhand,BOKARO,CCL,OPENCAST,PUBLIC,WORKING,tarmi,ccl,jharkhand,bokaro,tarmi,tarmi,100,EXACT,Tarmi,,,False,MISSING_OR_INVALID
CM-385,Tasra Colliery,Jharkhand,DHANBAD,SAIL,OPENCAST,PUBLIC,WORKING,tasra,sail,jharkhand,dhanbad,tasra,tasra,100,EXACT,Tasra Colliery,,,False,MISSING_OR_INVALID
CM-386,Tawa Mine,Madhya Pradesh,BETUL,WCL,UNDERGROUND,PUBLIC,WORKING,tawa,wcl,madhya pradesh,betul,tawa,tawa,100,EXACT,Tawa Mine,,,False,MISSING_OR_INVALID
CM-387,Tawa-II,Madhya Pradesh,BETUL,WCL,UNDERGROUND,PUBLIC,WORKING,tawa ii,wcl,madhya pradesh,betul,tawa ii,tawa ii,100,EXACT,Tawa-II,,,False,MISSING_OR_INVALID
CM-388,Tetaria Khar,Jharkhand,LATEHAR,CCL,OPENCAST,PUBLIC,WORKING,tetaria khar,ccl,jharkhand,latehar,tetaria khar,tetaria khar,100,EXACT,Tetaria Khar,,,False,MISSING_OR_INVALID
CM-389,Tetulmari,Jharkhand,DHANBAD,BCCL,OPENCAST,PUBLIC,WORKING,tetulmari,bccl,jharkhand,dhanbad,tetulmari,tetulmari,100,EXACT,Tetulmari,,,False,MISSING_OR_INVALID
CM-390,Tikak Colliery,Assam,TINSUKIA,NEC,OPENCAST,PUBLIC,WORKING,tikak,nec,assam,tinsukia,tikak,tikak,100,EXACT,Tikak Colliery,,,False,MISSING_OR_INVALID
CM-391,Tilaboni Colliery,West Bengal,Bardhaman,ECL,UNDERGROUND,PUBLIC,WORKING,tilaboni,ecl,west bengal,bardhaman,tilaboni,tilaboni,100,EXACT,Tilaboni Colliery,,,False,MISSING_OR_INVALID
CM-392,Topa Marginal Scheme,Jharkhand,RAMGARH,CCL,OPENCAST,PUBLIC,WORKING,topa marginal scheme,ccl,jharkhand,ramgarh,topa marginal scheme,topa marginal scheme,100,EXACT,Topa Marginal Scheme,,,False,MISSING_OR_INVALID
CM-393,Trans Damodar Coal Mine,West Bengal,PASCHIM BARDHAMAN,DPL,OPENCAST,PUBLIC,WORKING,trans damodar,dpl,west bengal,paschim bardhaman,trans damodar,trans damodar,100,EXACT,Trans Damodar Coal Mine,,,False,MISSING_OR_INVALID
CM-394,Ukni OC,Maharashtra,YAVATMAL,WCL,OPENCAST,PUBLIC,WORKING,ukni oc,wcl,maharashtra,yavatmal,ukni oc,ukni oc,100,EXACT,Ukni OC,,,False,MISSING_OR_INVALID
CM-395,Umaria,Madhya Pradesh,UMARIA,SECL,UNDERGROUND,PUBLIC,WORKING,umaria,secl,madhya pradesh,umaria,umaria,umaria,100,EXACT,Umaria,,,False,MISSING_OR_INVALID
CM-396,Umrer OC Mine,Maharashtra,NAGPUR,WCL,OPENCAST,PUBLIC,WORKING,umrer oc,wcl,maharashtra,nagpur,umrer oc,umrer oc,100,EXACT,Umrer OC Mine,,,False,MISSING_OR_INVALID
CM-397,Urdhan,Madhya Pradesh,CHHINDWARA,WCL,OPENCAST,PUBLIC,WORKING,urdhan,wcl,madhya pradesh,chhindwara,urdhan,urdhan,100,EXACT,Urdhan,,,False,MISSING_OR_INVALID
CM-398,Urimari,Jharkhand,HAZARIBAGH,CCL,UNDERGROUND,PUBLIC,NON_WORKING,urimari,ccl,jharkhand,hazaribagh,urimari,urimari,100,EXACT,Urimari,,,False,MISSING_OR_INVALID
CM-399,Urimari,Jharkhand,HAZARIBAGH,CCL,OPENCAST,PUBLIC,WORKING,urimari,ccl,jharkhand,hazaribagh,urimari,urimari,100,EXACT,Urimari,,,False,MISSING_OR_INVALID
CM-400,Utkal C Coal Mine,Odisha,Angul,JSPL,OPENCAST,PRIVATE,WORKING,utkal c,jspl,odisha,angul,utkal c,utkal c,100,EXACT,Utkal C Coal Mine,,,False,MISSING_OR_INVALID
CM-401,Utkal D,Odisha,Angul,NALCO,OPENCAST,PUBLIC,WORKING,utkal d,nalco,odisha,angul,utkal d,utkal d,100,EXACT,Utkal D,,,False,MISSING_OR_INVALID
CM-402,Vakilpalli,Telangana,PEDDAPALLI,SCCL,UNDERGROUND,PUBLIC,WORKING,vakilpalli,sccl,telangana,peddapalli,vakilpalli,vakilpalli,100,EXACT,Vakilpalli,,,False,MISSING_OR_INVALID
CM-403,Vijay West,Chhattisgarh,KORBA,SECL,UNDERGROUND,PUBLIC,WORKING,vijay west,secl,chhattisgarh,korba,vijay west,vijay west,100,EXACT,Vijay West,,,False,MISSING_OR_INVALID
CM-404,Vindhya,Madhya Pradesh,UMARIA,SECL,UNDERGROUND,PUBLIC,WORKING,vindhya,secl,madhya pradesh,umaria,vindhya,vindhya,100,EXACT,Vindhya,,,False,MISSING_OR_INVALID
CM-405,Vishnupuri-II,Madhya Pradesh,CHHINDWARA,WCL,UNDERGROUND,PUBLIC,WORKING,vishnupuri ii,wcl,madhya pradesh,chhindwara,vishnupuri ii,vishnupuri ii,100,EXACT,Vishnupuri-II,,,False,MISSING_OR_INVALID
CM-406,West Bokaro OC (Quarry-E & SE),Jharkhand,HAZARIBAGH,TSL,OPENCAST,PRIVATE,WORKING,west bokaro oc quarry e se,tsl,jharkhand,hazaribagh,west bokaro oc quarry e se,west bokaro oc quarry e se,100,EXACT,West Bokaro OC (Quarry-E & SE),,,False,MISSING_OR_INVALID
CM-407,West Bokaro OC Quarry-AB,Jharkhand,HAZARIBAGH,TSL,OPENCAST,PRIVATE,WORKING,west bokaro oc quarry ab,tsl,jharkhand,hazaribagh,west bokaro oc quarry ab,west bokaro oc quarry ab,100,EXACT,West Bokaro OC Quarry-AB,,,False,MISSING_OR_INVALID
CM-408,West Jhagrakhand,Chhattisgarh,KOREA,SECL,UNDERGROUND,PUBLIC,WORKING,west jhagrakhand,secl,chhattisgarh,korea,west jhagrakhand,west jhagrakhand,100,EXACT,West Jhagrakhand,,,False,MISSING_OR_INVALID
